"Último","aggregatedTimestamp"
1.6129476190476189,"2011-08-07"
1.5948142857142855,"2011-08-14"
1.6049190476190476,"2011-08-21"
1.6108809523809522,"2011-08-28"
1.659195238095238,"2011-09-04"
1.7162666666666664,"2011-09-11"
1.8303952380952382,"2011-09-18"
1.8421666666666667,"2011-09-25"
1.8273333333333335,"2011-10-02"
1.7580571428571428,"2011-10-09"
1.7688,"2011-10-16"
1.7290571428571428,"2011-10-23"
1.7343095238095236,"2011-10-30"
1.7515809523809522,"2011-11-06"
1.7750904761904762,"2011-11-13"
1.851990476190476,"2011-11-20"
1.8221238095238095,"2011-11-27"
1.7995809523809525,"2011-12-04"
1.8552476190476188,"2011-12-11"
1.8581190476190472,"2011-12-18"
1.8631190476190473,"2011-12-25"
1.8944,"2012-01-01"
1.803538095238095,"2012-01-08"
1.7713714285714284,"2012-01-15"
1.7512523809523808,"2012-01-22"
1.7331999999999999,"2012-01-29"
1.721938095238095,"2012-02-05"
1.718838095238095,"2012-02-12"
1.7129285714285714,"2012-02-19"
1.7153047619047617,"2012-02-26"
1.7639476190476189,"2012-03-04"
1.800152380952381,"2012-03-11"
1.8166190476190476,"2012-03-18"
1.822138095238095,"2012-03-25"
1.8254666666666663,"2012-04-01"
1.8300857142857143,"2012-04-08"
1.8657523809523808,"2012-04-15"
1.8834238095238098,"2012-04-22"
1.914261904761905,"2012-04-29"
1.949614285714286,"2012-05-06"
2.0064714285714285,"2012-05-13"
2.027990476190476,"2012-05-20"
2.0114714285714284,"2012-05-27"
2.0363285714285713,"2012-06-03"
2.059285714285714,"2012-06-10"
2.0532142857142857,"2012-06-17"
2.0515380952380955,"2012-06-24"
2.0140714285714285,"2012-07-01"
2.034504761904762,"2012-07-08"
2.025666666666667,"2012-07-15"
2.031947619047619,"2012-07-22"
2.040380952380952,"2012-07-29"
2.022147619047619,"2012-08-05"
2.019471428571429,"2012-08-12"
2.0208190476190477,"2012-08-19"
2.038380952380953,"2012-08-26"
2.0327380952380945,"2012-09-02"
2.020342857142857,"2012-09-09"
2.0248142857142857,"2012-09-16"
2.0285904761904763,"2012-09-23"
2.0256476190476196,"2012-09-30"
2.0381714285714287,"2012-10-07"
2.031552380952381,"2012-10-14"
2.0261619047619046,"2012-10-21"
2.031695238095238,"2012-10-28"
2.0385333333333335,"2012-11-04"
2.0654095238095236,"2012-11-11"
2.0861190476190474,"2012-11-18"
2.1011190476190476,"2012-11-25"
2.0970285714285715,"2012-12-02"
2.080661904761905,"2012-12-09"
2.082995238095238,"2012-12-16"
2.060390476190476,"2012-12-23"
2.160591666666667,"2013-01-01"
2.0329428571428574,"2013-01-06"
2.0375285714285716,"2013-01-13"
2.0343095238095232,"2013-01-20"
1.9927761904761905,"2013-01-27"
1.9824333333333333,"2013-02-03"
1.9675619047619046,"2013-02-10"
1.9666190476190475,"2013-02-17"
1.9791666666666667,"2013-02-24"
1.9619571428571427,"2013-03-03"
1.9687999999999999,"2013-03-10"
1.9953095238095238,"2013-03-17"
2.0173428571428573,"2013-03-24"
2.0105000000000004,"2013-03-31"
1.980142857142857,"2013-04-07"
2.003404761904762,"2013-04-14"
2.0110333333333332,"2013-04-21"
2.006361904761905,"2013-04-28"
2.0117285714285713,"2013-05-05"
2.0230333333333332,"2013-05-12"
2.0453,"2013-05-19"
2.0976142857142857,"2013-05-26"
2.129804761904762,"2013-06-02"
2.144280952380952,"2013-06-09"
2.2111952380952378,"2013-06-16"
2.2171523809523803,"2013-06-23"
2.248209523809524,"2013-06-30"
2.259757142857143,"2013-07-07"
2.2356095238095235,"2013-07-14"
2.2421857142857142,"2013-07-21"
2.282785714285714,"2013-07-28"
2.2930904761904762,"2013-08-04"
2.3343000000000003,"2013-08-11"
2.4010285714285713,"2013-08-18"
2.3705523809523807,"2013-08-25"
2.3436761904761907,"2013-09-01"
2.2800904761904763,"2013-09-08"
2.2327,"2013-09-15"
2.224704761904762,"2013-09-22"
2.211442857142857,"2013-09-29"
2.1944666666666666,"2013-10-06"
2.1729714285714286,"2013-10-13"
2.1832952380952384,"2013-10-20"
2.2117523809523814,"2013-10-27"
2.286109523809524,"2013-11-03"
2.322285714285714,"2013-11-10"
2.2790857142857144,"2013-11-17"
2.3126238095238096,"2013-11-24"
2.3549380952380945,"2013-12-01"
2.3262857142857145,"2013-12-08"
2.3457809523809523,"2013-12-15"
2.353609523809524,"2013-12-22"
2.5264458333333333,"2014-01-01"
2.3756,"2014-01-05"
2.3541809523809523,"2014-01-12"
2.3740761904761905,"2014-01-19"
2.4204428571428567,"2014-01-26"
2.4039761904761905,"2014-02-02"
2.400957142857143,"2014-02-09"
2.375552380952381,"2014-02-16"
2.3388619047619046,"2014-02-23"
2.336152380952381,"2014-03-02"
2.353047619047618,"2014-03-09"
2.3366571428571423,"2014-03-16"
2.2925047619047616,"2014-03-23"
2.259452380952381,"2014-03-30"
2.2103333333333337,"2014-04-06"
2.231128571428571,"2014-04-13"
2.2327333333333335,"2014-04-20"
2.229204761904762,"2014-04-27"
2.2236809523809526,"2014-05-04"
2.213228571428572,"2014-05-11"
2.2144238095238093,"2014-05-18"
2.233828571428571,"2014-05-25"
2.264352380952381,"2014-06-01"
2.2285142857142857,"2014-06-08"
2.2332380952380952,"2014-06-15"
2.209214285714286,"2014-06-22"
2.2127333333333334,"2014-06-29"
2.2180619047619046,"2014-07-06"
2.2251190476190477,"2014-07-13"
2.221652380952381,"2014-07-20"
2.243085714285715,"2014-07-27"
2.2754666666666665,"2014-08-03"
2.270766666666667,"2014-08-10"
2.26467619047619,"2014-08-17"
2.2569666666666666,"2014-08-24"
2.243142857142857,"2014-08-31"
2.297028571428571,"2014-09-07"
2.355157142857143,"2014-09-14"
2.4084904761904764,"2014-09-21"
2.4591190476190476,"2014-09-28"
2.4111000000000002,"2014-10-05"
2.430361904761905,"2014-10-12"
2.478795238095238,"2014-10-19"
2.4739666666666666,"2014-10-26"
2.524876190476191,"2014-11-02"
2.5751666666666666,"2014-11-09"
